topic,topic_talkid
TED-Ed,38073
health,38073
human_body,38073
healthcare,38073
health_care,38073
exercise,38073
science,38073
biology,38073
physiology,38073
TED-Ed,38972
animation,38972
intelligence,38972
innovation,38972
technology,38972
Internet,38972
communication,38972
science,38972
invention,38972
computers,38972
TED-Ed,39512
animation,39512
book,39512
books,39512
novel,39512
culture,39512
fear,39512
poetry,39512
literature,39512
writing,39512
world_cultures,39512
arts,39512
innovation,39512
invention,39512
animation,38337
TED-Ed,38337
aircraft,38337
physics,38337
science,38337
flight,38337
wind_energy,38337
TEDx,38268
business,38268
collaboration,38268
leadership,38268
communication,38268
success,38268
personal_growth,38268
productivity,38268
work,38268
animation,38222
arts,38222
TED-Ed,38222
art,38222
history,38222
anthropology,38222
religion,38222
ancient_world,38222
book,38222
writing,38222
books,38222
TEDx,37661
prison,37661
crime,37661
justice_system,37661
criminal_justice,37661
brain,37661
psychology,37661
neuroscience,37661
law,37661
social_change,37661
society,37661
animation,38971
TED-Ed,38971
math,38971
animals,38971
education,38971
community,39981
happiness,39981
society,39981
psychology,39981
social_change,39981
humanity,39981
science,39981
animation,38074
TED-Ed,38074
economics,38074
money,38074
investment,38074
entrepreneur,38074
business,38074
behavioral_economics,38074
finance,38074
comedy,40181
personal_growth,40181
creativity,40181
art,40181
storytelling,40181
performance,40181
Autism_spectrum_disorder,40181
humor,40181
communication,36110
TED_Residency,36110
activism,36110
social_change,36110
society,36110
TED_Fellows,36110
play,36110
art,36110
creativity,36110
art,40035
animation,40035
TED-Ed,40035
arts,40035
death,40035
war,40035
world_cultures,40035
culture,40035
painting,40035
decision-making,38076
psychology,38076
social_change,38076
finance,38076
economics,38076
climate_change,38076
personal_growth,38076
plants,39941
Audacious_Project,39941
biology,39941
Anthropocene,39941
science,39941
environment,39941
nature,39941
biotech,39941
genetics,39941
climate_change,39941
pollution,39941
future,39941
creativity,40201
music,40201
design,40201
beauty,40201
art,40201
community,40201
culture,40201
humanity,40201
animation,39095
language,39095
TED-Ed,39095
emotions,39095
writing,39095
parenting,39095
relationships,39095
poetry,39095
TED-Ed,40410
animation,40410
disease,40410
healthcare,40410
medical_research,40410
medicine,40410
human_body,40410
science,40410
health,40410
illness,40410
physiology,40410
health_care,40410
public_health,40410
genetics,40410
technology,40636
invention,40636
future,40636
engineering,40636
interface_design,40636
design,40636
Internet,40636
computers,40636
programming,40636
collaboration,40636
creativity,40636
potential,40636
product_design,40636
demo,40636
government,40727
politics,40727
democracy,40727
culture,40727
society,40727
policy,40727
activism,40727
social_change,40727
animation,37757
TED-Ed,37757
animals,37757
china,37757
culture,37757
history,37757
world_cultures,37757
leadership,37800
women_in_business,37800
business,37800
gender_equality,37800
social_change,37800
government,37800
activism,37800
society,37800
politics,37800
parenting,40635
women,40635
children,40635
humanity,40635
culture,40635
society,40635
family,40635
social_change,40635
brain,38075
cognitive_science,38075
children,38075
neuroscience,38075
TEDx,38075
motivation,38075
science,38075
TED-Ed,40769
animals,40769
Sun,40769
animation,40769
Moon,40769
ancient_world,40769
world_cultures,40769
culture,40769
human_origins,40769
storytelling,40769
sleep,41105
medicine,41105
health,41105
medical_research,41105
biology,41105
neuroscience,41105
brain,41105
mind,41105
human_body,41105
science,41105
memory,41105
technology,41224
emotions,41224
film,41224
animation,41224
design,41224
entertainment,41224
visualizations,41224
movies,41224
art,41224
TED-Ed,40713
technology,40713
animation,40713
driverless_cars,40713
innovation,40713
cars,40713
invention,40713
future,40713
AI,40713
machine_learning,40713
TEDx,40949
technology,40949
potential,40949
science,40949
medical_research,40949
human_body,40949
health,40949
innovation,40949
future,40949
biology,40949
TED-Ed,40714
animation,40714
death,40714
morality,40714
book,40714
books,40714
literature,40714
novel,40714
culture,40714
world_cultures,40714
money,40714
poverty,40714
society,40714
psychology,40714
anthropology,24232
history,24232
literature,24232
language,24232
culture,24232
writing,24232
world_cultures,24232
animation,24232
TED-Ed,24232
ancient_world,24232
health,38913
science,38913
medical_research,38913
children,38913
addiction,38913
public_health,38913
human_body,38913
anthropology,24491
health,24491
history,24491
psychology,24491
public_health,24491
religion,24491
TED-Ed,24491
animation,24491
mental_health,24491
culture,24491
TED-Ed,24033
physics,24033
physiology,24033
animation,24033
science,24033
exercise,24033
sports,24033
human_body,24033
TED_Fellows,40540
future,40540
technology,40540
invention,40540
computers,40540
AI,40540
demo,40540
design,40540
science,40540
animation,40280
TED-Ed,40280
space,40280
universe,40280
Planets,40280
science,40280
discovery,40280
love,41353
communication,41353
relationships,41353
personal_growth,41353
emotions,41353
youth,41353
humanity,41353
life,41353
animation,41223
TED-Ed,41223
human_body,41223
science,41223
pain,41223
health,41223
healthcare,41223
health_care,41223
psychology,41223
medicine,41223
physiology,41223
brain,41223
personal_growth,41455
community,41455
potential,41455
communication,41455
society,41455
TED_Fellows,41570
food,41570
sustainability,41570
business,41570
environment,41570
agriculture,41570
innovation,41570
future,41570
animals,40767
nature,40767
evolution,40767
science,40767
environment,40767
biology,40767
life,40767
news,39912
TED-Ed,39912
animation,39912
media,39912
health,39912
journalism,39912
medicine,39912
medical_research,39912
business,41225
society,41225
leadership,41225
economics,41225
work,41225
social_change,41225
anthropology,24542
personality,24542
psychology,24542
sociology,24542
TED-Ed,24542
brain,24542
performance,24542
animation,24542
self,24542
art,41338
health,41338
personal_growth,41338
society,41338
identity,41338
life,41874
addiction,41874
pain,41874
emotions,41874
personal_growth,41874
public_health,41874
society,41874
animation,24021
TED-Ed,24021
math,24021
life,41333
beauty,41333
identity,41333
personal_growth,41333
society,41333
film,41395
art,41395
business,41395
diversity,41395
inequality,41395
movies,41395
entertainment,41395
social_change,41395
storytelling,41395
society,41395
identity,41395
criminal_justice,38079
crime,38079
education,38079
social_change,38079
law,38079
society,38079
community,38079
race,38079
justice_system,38079
animals,40712
TED-Ed,40712
storytelling,40712
animation,40712
love,40712
china,40712
culture,40712
death,40712
world_cultures,40712
TED-Ed,42464
animation,42464
poetry,42464
immigration,42464
writing,42464
bacteria,41457
plastic,41457
Anthropocene,41457
pollution,41457
environment,41457
science,41457
sustainability,41457
microbiology,41457
TED-Ed,41226
animals,41226
animation,41226
oceans,41226
marine_biology,41226
evolution,41226
water,41226
climate_change,41226
fish,41226
ecology,41226
biology,41226
race,41678
social_change,41678
humanity,41678
activism,41678
law,41678
violence,41678
United_States,41678
community,41678
society,41678
inequality,41678
history,41678
animation,42248
poetry,42248
TED-Ed,42248
writing,42248
depression,42248
emotions,42248
life,42248
mental_health,42248
LGBT,42248
gay,42248
success,38078
work,38078
diversity,38078
inequality,38078
personal_growth,38078
TED_Fellows,41404
science,41404
astronomy,41404
telescopes,41404
technology,41404
failure,41404
space,41404
physics,41404
universe,41404
NASA,41404
collaboration,41404
animation,41452
book,41452
history,41452
TED-Ed,41452
novel,41452
culture,41452
books,41452
literature,41452
arts,41452
magic,41452
world_cultures,41452
politics,41452
science,41764
oceans,41764
nature,41764
evolution,41764
marine_biology,41764
brain,41764
animals,41764
biology,41764
animation,42546
poetry,42546
TED-Ed,42546
writing,42546
history,42546
war,42546
government,42546
TED-Ed,41656
guns,41656
animation,41656
poetry,41656
violence,41656
education,41656
sleep,42700
evolution,42700
environment,42700
health,42700
science,42700
design,42488
architecture,42488
cities,42488
sustainability,42488
environment,42488
infrastructure,42488
urban_planning,42488
climate_change,42488
creativity,42488
pollution,42702
global_issues,42702
health,42702
environment,42702
activism,42702
physics,42698
time,42698
space,42698
science,42698
universe,42698
love,42424
death,42424
life,42424
family,42424
humanity,42424
communication,42424
TEDMED,42424
cancer,42424
beauty,42424
relationships,42424
personal_growth,42424
TED-Ed,41037
animation,41037
innovation,41037
technology,41037
invention,41037
medicine,41037
medical_imaging,41037
medical_research,41037
human_body,41037
health,41037
healthcare,41037
health_care,41037
public_health,41037
disease,41037
illness,41037
TED-Ed,42548
poetry,42548
animation,42548
writing,42548
history,42548
art,42548
arts,42548
personal_growth,40930
success,40930
relationships,40930
social_change,40930
society,40930
culture,40930
motivation,40930
happiness,40930
United_States,40930
writing,43293
TEDx,43293
education,43293
teaching,43293
books,43293
personal_growth,43293
community,43293
prison,43293
animation,41454
TED-Ed,41454
media,41454
medicine,41454
medical_research,41454
news,41454
health,41454
journalism,41454
conservation,42629
Audacious_Project,42629
oceans,42629
investment,42629
economics,42629
nature,42629
environment,42629
future,42629
astronomy,41038
astrobiology,41038
universe,41038
science,41038
technology,41038
cosmos,41038
Planets,41038
discovery,41038
visualizations,41038
physics,41038
space,41038
animation,42819
writing,42819
TED-Ed,42819
poetry,42819
mental_health,42819
emotions,42819
depression,42819
death,42819
love,42819
microbes,42604
microbiology,42604
science,42604
nature,42604
geology,42604
biodiversity,42604
animation,41873
TED-Ed,41873
health,41873
health_care,41873
disease,41873
healthcare,41873
illness,41873
human_body,41873
invention,41873
death,41873
AIDS,41873
medical_research,41873
HIV,41873
science,41873
medicine,41873
epidemiology,41873
public_health,41873
innovation,41873
physiology,41873
virus,41873
biology,41873
DNA,41873
community,42423
communication,42423
family,42423
culture,42423
friendship,42423
social_change,42423
society,42423
humanity,42423
health,43755
public_health,43755
animals,43755
smell,43755
disease,43755
TED-Ed,43148
animation,43148
potential,43148
poetry,43148
exploration,43148
life,43148
writing,43148
TED-Ed,42088
animation,42088
Europe,42088
history,42088
magic,42088
death,42088
women,42088
religion,42088
world_cultures,42088
culture,42088
identity,42088
United_States,42088
public_spaces,42088
Social_Science,43933
activism,43933
social_change,43933
politics,43933
fashion,43933
TEDx,41917
evolutionary_psychology,41917
evolution,41917
psychology,41917
science,41917
emotions,41917
mental_health,41917
creativity,42946
art,42946
design,42946
culture,42946
fashion,42946
identity,42946
beauty,42946
politics,43333
activism,43333
social_change,43333
government,43333
society,43333
community,43333
history,43333
leadership,43333
inequality,43333
poverty,43333
United_States,43333
animals,41652
TED-Ed,41652
fish,41652
animation,41652
climate_change,41652
sustainability,41652
innovation,41652
infrastructure,41652
invention,41652
technology,41652
public_health,41652
oceans,41652
food,41652
farming,41652
Science_(hard),44201
sound,44201
fish,44201
oceans,44201
marine_biology,44201
health,42089
TED-Ed,42089
medical_research,42089
healthcare,42089
innovation,42089
illness,42089
technology,42089
animation,42089
health_care,42089
human_body,42089
medicine,42089
invention,42089
public_health,42089
physiology,42089
science,43407
Audacious_Project,43407
future,43407
biology,43407
synthetic_biology,43407
nature,43407
technology,43407
molecular_biology,43407
biology,42931
CRISPR,42931
technology,42931
science,42931
bioethics,42931
genetics,42931
medical_research,42931
invention,42931
biotech,42931
synthetic_biology,42931
engineering,42931
public_health,42931
innovation,42931
animation,43226
TED-Ed,43226
evolution,43226
science,43226
geology,43226
cancer,44040
health,44040
humanity,44040
life,44040
relationships,44040
self,44040
writing,44040
death,44040
personal_growth,44040
universe,43932
space,43932
future,43932
technology,43932
NASA,43932
astronomy,43932
Mars,43932
solar_system,43932
exploration,43932
science,43932
life,43932
biology,43932
animation,42247
TED-Ed,42247
life,42247
DNA,42247
solar_system,42247
Planets,42247
extraterrestrial_life,42247
exploration,42247
oceans,42247
science,42247
evolution,42247
biology,42247
TED_Fellows,43183
design,43183
architecture,43183
innovation,43183
beauty,43183
creativity,43183
society,43183
history,43183
culture,43183
poetry,43362
performance,43362
performance_art,43362
